bulan,periode,stok,cuaca,penjualan
Maret,4645,183,Mendung,84
Januari,4646,200,Hujan,98
Agustus,4647,275,Hujan,202
Juni,4648,276,Cerah,196
Februari,4649,237,Mendung,89
Juli,4650,297,Cerah,115
Juni,4651,254,Mendung,151
Juli,4652,263,Cerah,139
Agustus,4653,345,Mendung,207
Desember,4654,292,Mendung,212
Juli,4655,306,Mendung,148
Oktober,4656,145,Hujan,190
April,4657,178,Mendung,93
Januari,4658,336,Hujan,162
November,4659,248,Hujan,202
Juni,4660,327,Mendung,218
November,4661,312,Mendung,106
April,4662,116,Mendung,89
Maret,4663,267,Hujan,146
September,4664,330,Hujan,205
Desember,4665,322,Cerah,150
September,4666,199,Cerah,71
Maret,4667,112,Mendung,170
Desember,4668,144,Hujan,130
Desember,4669,307,Mendung,100
Juni,4670,139,Hujan,161
Maret,4671,116,Mendung,185
Juli,4672,334,Hujan,135
Mei,4673,191,Hujan,203
Maret,4674,243,Mendung,185
Februari,4675,199,Hujan,169
Maret,4676,157,Hujan,208
Juni,4677,134,Hujan,138
September,4678,102,Hujan,115
September,4679,238,Mendung,214
Februari,4680,145,Mendung,115
Juni,4681,193,Hujan,73
Juli,4682,162,Mendung,90
Juli,4683,297,Cerah,103
Januari,4684,138,Cerah,198
Maret,4685,221,Mendung,158
Agustus,4686,337,Hujan,183
November,4687,186,Mendung,94
Juni,4688,134,Hujan,112
September,4689,311,Hujan,148
September,4690,137,Cerah,178
Maret,4691,194,Mendung,143
Februari,4692,315,Cerah,192
Februari,4693,197,Cerah,181
Juli,4694,178,Mendung,129
April,4695,108,Mendung,172
Agustus,4696,149,Hujan,187
November,4697,275,Hujan,140
Juli,4698,239,Cerah,110
Juni,4699,277,Mendung,119
Januari,4700,126,Hujan,182
April,4701,187,Cerah,163
Juni,4702,246,Mendung,181
April,4703,297,Cerah,201
April,4704,298,Mendung,178
Desember,4705,141,Hujan,86
Juli,4706,128,Hujan,186
Maret,4707,195,Hujan,197
Februari,4708,312,Mendung,204
Agustus,4709,186,Hujan,187
Februari,4710,341,Mendung,87
Juli,4711,347,Hujan,119
Mei,4712,306,Hujan,189
Desember,4713,285,Mendung,96
Juni,4714,290,Mendung,183
Januari,4715,199,Mendung,161
Oktober,4716,175,Hujan,73
Mei,4717,105,Mendung,194
November,4718,301,Mendung,175
Maret,4719,309,Cerah,207
Januari,4720,338,Hujan,182
Juni,4721,214,Mendung,212
Agustus,4722,250,Cerah,193
Februari,4723,303,Mendung,81
Mei,4724,133,Cerah,135
Oktober,4725,230,Cerah,102
Mei,4726,230,Hujan,122
Januari,4727,312,Mendung,190
Februari,4728,142,Mendung,90
Mei,4729,246,Hujan,125
Mei,4730,190,Mendung,203
Januari,4731,202,Cerah,194
Maret,4732,270,Hujan,108
Januari,4733,286,Mendung,192
Maret,4734,323,Mendung,196
Agustus,4735,337,Cerah,105
Januari,4736,268,Hujan,128
Juni,4737,275,Hujan,194
Mei,4738,124,Hujan,111
Agustus,4739,187,Cerah,75
Oktober,4740,277,Cerah,126
Juni,4741,316,Mendung,161
Maret,4742,207,Cerah,174
Maret,4743,319,Cerah,103
September,4744,306,Cerah,106
April,4745,103,Mendung,114
Juni,4746,264,Mendung,83
Maret,4747,266,Cerah,205
Maret,4748,216,Mendung,113
Mei,4749,228,Cerah,121
Juli,4750,102,Mendung,107
Maret,4751,308,Hujan,124
April,4752,109,Cerah,106
Juli,4753,250,Mendung,219
Juli,4754,308,Mendung,86
November,4755,196,Mendung,126
Juni,4756,125,Cerah,107
April,4757,320,Mendung,123
Januari,4758,118,Hujan,126
April,4759,322,Hujan,185
Februari,4760,194,Mendung,115
Desember,4761,270,Mendung,101
Agustus,4762,144,Cerah,177
Februari,4763,286,Cerah,159
April,4764,140,Mendung,127
Agustus,4765,163,Mendung,149
Agustus,4766,233,Hujan,80
April,4767,345,Hujan,152
Mei,4768,163,Mendung,156
Juni,4769,162,Hujan,159
Juni,4770,329,Cerah,112
April,4771,188,Cerah,177
September,4772,302,Mendung,148
Januari,4773,299,Mendung,111
April,4774,339,Hujan,76
April,4775,164,Hujan,81
Juli,4776,259,Hujan,192
September,4777,308,Hujan,85
Januari,4778,313,Mendung,157
Oktober,4779,239,Cerah,104
Mei,4780,111,Mendung,219
Oktober,4781,135,Cerah,142
September,4782,310,Mendung,174
Agustus,4783,127,Cerah,159
Januari,4784,282,Hujan,149
Juli,4785,233,Mendung,126
Juni,4786,162,Hujan,205
Oktober,4787,115,Hujan,78
Oktober,4788,216,Mendung,149
Maret,4789,328,Hujan,214
Februari,4790,143,Cerah,158
Juni,4791,239,Mendung,150
April,4792,279,Cerah,202
Mei,4793,323,Mendung,171
Januari,4794,207,Cerah,128
Februari,4795,202,Hujan,84
Desember,4796,166,Hujan,196
Agustus,4797,219,Mendung,198
Juli,4798,342,Cerah,190
September,4799,140,Hujan,84
Januari,4800,258,Hujan,149
Februari,4801,296,Hujan,116
September,4802,242,Cerah,188
Oktober,4803,281,Cerah,201
Oktober,4804,194,Hujan,95
April,4805,249,Cerah,171
Oktober,4806,215,Mendung,168
Januari,4807,334,Hujan,206
April,4808,278,Hujan,145
November,4809,246,Cerah,100
Februari,4810,252,Hujan,192
Agustus,4811,148,Mendung,146
Januari,4812,201,Cerah,146
Desember,4813,149,Cerah,202
Juli,4814,131,Hujan,139
September,4815,152,Cerah,101
November,4816,241,Cerah,166
Februari,4817,245,Mendung,121
Juni,4818,309,Mendung,180
Desember,4819,346,Mendung,85
September,4820,347,Cerah,126
September,4821,247,Cerah,190
Januari,4822,280,Cerah,103
Januari,4823,289,Cerah,111
Januari,4824,266,Hujan,140
Agustus,4825,158,Mendung,73
Oktober,4826,296,Mendung,124
Desember,4827,154,Cerah,155
Oktober,4828,340,Hujan,213
April,4829,116,Cerah,175
September,4830,336,Cerah,158
Oktober,4831,304,Mendung,140
Juni,4832,305,Mendung,141
Oktober,4833,156,Hujan,94
Maret,4834,341,Hujan,72
Desember,4835,290,Cerah,98
Juli,4836,290,Hujan,93
Februari,4837,113,Hujan,154
Oktober,4838,230,Hujan,204
Oktober,4839,145,Mendung,131
Oktober,4840,116,Cerah,137
Oktober,4841,169,Hujan,72
April,4842,149,Mendung,174
Mei,4843,344,Mendung,91
November,4844,217,Hujan,80
Desember,4845,159,Hujan,79
Mei,4846,237,Cerah,181
Desember,4847,260,Cerah,78
Desember,4848,191,Mendung,215
Agustus,4849,190,Hujan,95
Februari,4850,147,Cerah,74
Oktober,4851,205,Mendung,168
Mei,4852,115,Cerah,97
Juni,4853,221,Mendung,97
November,4854,203,Cerah,117
Juni,4855,263,Mendung,98
Desember,4856,125,Hujan,136
Desember,4857,205,Hujan,101
Februari,4858,272,Hujan,73
Januari,4859,265,Cerah,162
September,4860,170,Cerah,105
November,4861,233,Hujan,181
November,4862,253,Cerah,162
Desember,4863,212,Mendung,155
September,4864,136,Mendung,176
Juni,4865,286,Mendung,163
Oktober,4866,277,Mendung,160
November,4867,288,Hujan,193
Februari,4868,161,Hujan,180
Januari,4869,274,Mendung,142
Januari,4870,289,Mendung,219
Mei,4871,349,Cerah,145
Desember,4872,342,Cerah,186
Januari,4873,220,Hujan,156
Juni,4874,302,Hujan,81
April,4875,227,Hujan,151
Oktober,4876,341,Hujan,203
Agustus,4877,147,Cerah,127
Oktober,4878,185,Cerah,101
April,4879,156,Cerah,203
April,4880,181,Cerah,127
November,4881,310,Hujan,123
Maret,4882,271,Cerah,118
Mei,4883,209,Mendung,114
Mei,4884,122,Hujan,114
Juni,4885,278,Mendung,105
Januari,4886,197,Hujan,122
November,4887,255,Hujan,185
Januari,4888,185,Mendung,128
Januari,4889,335,Cerah,158
Maret,4890,223,Cerah,134
Februari,4891,333,Hujan,131
Oktober,4892,269,Cerah,155
Februari,4893,347,Hujan,87
November,4894,335,Hujan,76
Mei,4895,320,Cerah,120
November,4896,169,Cerah,93
Januari,4897,117,Cerah,164
Desember,4898,124,Hujan,97
September,4899,108,Hujan,219
April,4900,182,Mendung,101
Desember,4901,312,Mendung,84
Juli,4902,148,Cerah,168
Maret,4903,329,Cerah,109
Oktober,4904,184,Cerah,172
September,4905,186,Cerah,184
Februari,4906,137,Hujan,171
April,4907,273,Cerah,215
Februari,4908,126,Hujan,164
April,4909,160,Hujan,102
Januari,4910,107,Mendung,191
Februari,4911,231,Mendung,74
September,4912,138,Cerah,89
Juni,4913,136,Mendung,112
Juli,4914,335,Hujan,71
Januari,4915,216,Hujan,194
Januari,4916,150,Mendung,75
Februari,4917,270,Mendung,135
Maret,4918,218,Hujan,144
Februari,4919,177,Hujan,116
April,4920,246,Cerah,214
Oktober,4921,185,Mendung,191
Mei,4922,217,Mendung,80
Februari,4923,178,Cerah,122
Mei,4924,177,Mendung,76
Oktober,4925,110,Mendung,116
Maret,4926,329,Hujan,91
Maret,4927,328,Hujan,207
Maret,4928,257,Mendung,141
November,4929,309,Mendung,148
Desember,4930,125,Mendung,198
Juni,4931,252,Hujan,205
Februari,4932,164,Mendung,76
Juni,4933,265,Mendung,121
September,4934,135,Cerah,219
Oktober,4935,250,Mendung,194
Januari,4936,257,Cerah,155
November,4937,313,Cerah,137
April,4938,339,Cerah,94
November,4939,184,Cerah,214
Mei,4940,227,Hujan,173
April,4941,205,Mendung,77
Oktober,4942,205,Cerah,87
Januari,4943,292,Mendung,154
Februari,4944,133,Hujan,128
Juni,4945,108,Cerah,128
Juni,4946,143,Hujan,86
April,4947,167,Cerah,158
Juni,4948,269,Cerah,216
Mei,4949,129,Hujan,92
November,4950,283,Hujan,214
Agustus,4951,301,Mendung,75
Maret,4952,235,Cerah,87
Maret,4953,175,Cerah,156
Maret,4954,159,Hujan,182
Oktober,4955,287,Cerah,94
Januari,4956,180,Hujan,205
November,4957,111,Cerah,213
Februari,4958,205,Mendung,166
Mei,4959,187,Hujan,170
Agustus,4960,100,Mendung,159
Oktober,4961,238,Hujan,171
November,4962,244,Hujan,168
Juli,4963,203,Cerah,110
September,4964,238,Mendung,145
April,4965,255,Hujan,127
September,4966,111,Cerah,206
Oktober,4967,340,Mendung,86
April,4968,187,Cerah,90
September,4969,236,Mendung,147
April,4970,242,Cerah,76
Juni,4971,282,Hujan,140
Desember,4972,313,Cerah,179
September,4973,135,Cerah,158
Juli,4974,322,Mendung,198
November,4975,259,Cerah,192
Oktober,4976,193,Mendung,185
November,4977,214,Mendung,162
Februari,4978,335,Cerah,199
Juli,4979,274,Cerah,186
Mei,4980,166,Cerah,113
November,4981,337,Hujan,75
Februari,4982,308,Mendung,219
November,4983,253,Mendung,217
Januari,4984,112,Hujan,128
Desember,4985,179,Cerah,129
Oktober,4986,246,Hujan,165
Juni,4987,260,Hujan,95
November,4988,152,Hujan,105
Agustus,4989,232,Hujan,163
Februari,4990,289,Cerah,154
Agustus,4991,155,Cerah,70
September,4992,323,Cerah,142
Mei,4993,313,Hujan,170
September,4994,199,Mendung,166
Maret,4995,303,Cerah,119
Januari,4996,347,Hujan,204
April,4997,101,Mendung,137
September,4998,330,Mendung,107
Juni,4999,229,Hujan,93
Mei,5000,254,Hujan,84
Maret,5001,231,Mendung,135
Januari,5002,173,Cerah,153
April,5003,263,Cerah,176
September,5004,137,Mendung,70
Mei,5005,243,Cerah,210
Maret,5006,246,Cerah,163
Maret,5007,105,Mendung,109
Januari,5008,183,Cerah,157
Desember,5009,345,Cerah,119
Januari,5010,284,Mendung,144
Desember,5011,297,Cerah,95
Februari,5012,343,Mendung,181
Mei,5013,162,Hujan,187
Maret,5014,306,Mendung,121
Juni,5015,306,Mendung,84
Juni,5016,110,Mendung,128
Oktober,5017,303,Mendung,219
Desember,5018,246,Hujan,107
Mei,5019,149,Mendung,160
Juli,5020,249,Hujan,218
Juli,5021,139,Mendung,204
April,5022,326,Hujan,198
Desember,5023,332,Hujan,137
Mei,5024,248,Mendung,214
November,5025,248,Cerah,179
Maret,5026,278,Cerah,146
Desember,5027,189,Cerah,140
Juli,5028,108,Cerah,76
Juli,5029,166,Mendung,94
Mei,5030,123,Hujan,172
Maret,5031,130,Cerah,188
Juni,5032,237,Mendung,141
Maret,5033,240,Hujan,182
November,5034,235,Cerah,166
Desember,5035,230,Mendung,150
Oktober,5036,110,Mendung,201
Februari,5037,303,Mendung,186
Juli,5038,193,Cerah,107
Maret,5039,224,Hujan,175
September,5040,275,Hujan,145
September,5041,252,Mendung,201
Mei,5042,332,Mendung,94
November,5043,252,Mendung,145
November,5044,290,Hujan,186
Maret,5045,170,Hujan,96
Maret,5046,112,Mendung,79
Juni,5047,238,Mendung,202
Maret,5048,311,Cerah,218
April,5049,288,Hujan,94
Oktober,5050,103,Mendung,101
Juli,5051,170,Cerah,210
Februari,5052,264,Cerah,163
Juli,5053,216,Hujan,75
Februari,5054,177,Mendung,146
Desember,5055,292,Mendung,138
April,5056,282,Mendung,210
Maret,5057,124,Hujan,182
Maret,5058,195,Cerah,133
April,5059,154,Cerah,145
Desember,5060,138,Hujan,95
Oktober,5061,271,Mendung,151
Juni,5062,305,Cerah,105
Maret,5063,299,Mendung,82
Agustus,5064,191,Mendung,195
Desember,5065,307,Hujan,203
Februari,5066,182,Mendung,201
Agustus,5067,194,Mendung,155
Desember,5068,254,Hujan,212
September,5069,137,Hujan,186
Juli,5070,221,Mendung,169
April,5071,267,Mendung,162
Januari,5072,116,Hujan,155
Juli,5073,166,Mendung,126
Agustus,5074,341,Cerah,161
Juli,5075,274,Hujan,93
Agustus,5076,269,Cerah,134
Mei,5077,156,Cerah,79
Maret,5078,217,Mendung,73
November,5079,247,Hujan,176
Oktober,5080,345,Cerah,158
November,5081,332,Hujan,118
September,5082,300,Cerah,129
Mei,5083,155,Mendung,87
Juni,5084,193,Mendung,138
Februari,5085,339,Hujan,171
Januari,5086,340,Mendung,161
April,5087,215,Cerah,138
November,5088,311,Cerah,74
Juni,5089,225,Cerah,190
Agustus,5090,252,Hujan,121
Juni,5091,160,Mendung,166
Juni,5092,195,Cerah,109
Oktober,5093,340,Mendung,166
Oktober,5094,271,Mendung,197
Oktober,5095,165,Hujan,97
November,5096,222,Hujan,155
Februari,5097,346,Hujan,78
September,5098,323,Cerah,85
Februari,5099,133,Cerah,173
Juli,5100,211,Mendung,106
November,5101,161,Cerah,75
November,5102,254,Cerah,199
April,5103,244,Mendung,133
Februari,5104,300,Mendung,97
Juni,5105,297,Hujan,89
September,5106,319,Hujan,87
Februari,5107,249,Hujan,182
Oktober,5108,292,Cerah,162
Maret,5109,225,Hujan,98
Maret,5110,122,Mendung,178
Juli,5111,161,Cerah,153
Agustus,5112,244,Cerah,147
Maret,5113,337,Cerah,147
Maret,5114,228,Mendung,199
Oktober,5115,181,Cerah,186
November,5116,194,Mendung,133
Mei,5117,198,Mendung,171
Maret,5118,262,Hujan,165
Juni,5119,151,Mendung,168
Januari,5120,276,Hujan,154
April,5121,283,Hujan,106
Januari,5122,168,Cerah,207
Juni,5123,121,Hujan,219
April,5124,118,Cerah,130
April,5125,171,Hujan,154
Januari,5126,120,Cerah,143
Maret,5127,274,Hujan,213
Mei,5128,274,Mendung,205
Juni,5129,298,Mendung,219
Agustus,5130,146,Hujan,139
Agustus,5131,221,Mendung,87
November,5132,319,Hujan,149
April,5133,239,Cerah,164
Mei,5134,314,Hujan,94
Januari,5135,344,Hujan,211
Juni,5136,305,Cerah,150
November,5137,259,Cerah,206
Juni,5138,125,Hujan,187
Januari,5139,279,Cerah,201
September,5140,231,Mendung,98
Oktober,5141,242,Mendung,196
Desember,5142,142,Cerah,138
September,5143,270,Hujan,70
Maret,5144,199,Hujan,122
September,5145,168,Mendung,162
Desember,5146,348,Mendung,205
Juli,5147,118,Mendung,215
September,5148,166,Cerah,208
Oktober,5149,248,Cerah,154
September,5150,107,Cerah,142
Juli,5151,281,Hujan,144
Juli,5152,261,Cerah,129
Juni,5153,289,Mendung,215
Januari,5154,326,Hujan,71
Mei,5155,178,Mendung,157
Desember,5156,349,Mendung,127
Desember,5157,140,Cerah,163
September,5158,265,Mendung,178
Januari,5159,116,Hujan,123
Januari,5160,324,Mendung,185
Agustus,5161,132,Mendung,127
Maret,5162,166,Cerah,171
Mei,5163,221,Hujan,157
November,5164,262,Hujan,182
November,5165,156,Mendung,96
Mei,5166,272,Mendung,180
Januari,5167,118,Cerah,86
Desember,5168,208,Mendung,153
September,5169,118,Cerah,212
Juni,5170,335,Cerah,187
Agustus,5171,180,Hujan,215
Mei,5172,268,Cerah,185
Juni,5173,119,Cerah,73
April,5174,145,Mendung,85
Juli,5175,147,Cerah,218
Maret,5176,242,Mendung,208
Oktober,5177,298,Cerah,219
Maret,5178,192,Cerah,194
Agustus,5179,291,Mendung,164
Juni,5180,285,Mendung,92
Maret,5181,182,Cerah,145
Agustus,5182,314,Cerah,199
Oktober,5183,211,Mendung,146
Juli,5184,305,Cerah,166
Mei,5185,330,Hujan,173
November,5186,292,Mendung,99
Januari,5187,202,Mendung,132
Oktober,5188,130,Cerah,148
Juni,5189,207,Cerah,218
Desember,5190,173,Cerah,152
April,5191,252,Mendung,81
Maret,5192,252,Mendung,190
Agustus,5193,139,Mendung,140
Januari,5194,182,Hujan,135
September,5195,329,Cerah,191
Juni,5196,293,Cerah,92
Mei,5197,209,Cerah,119
Juli,5198,113,Cerah,99
Agustus,5199,332,Cerah,141
April,5200,129,Mendung,124
Agustus,5201,238,Hujan,192
Februari,5202,234,Cerah,208
Juni,5203,129,Mendung,161
April,5204,344,Cerah,121
September,5205,217,Cerah,138
Agustus,5206,130,Mendung,131
Agustus,5207,340,Hujan,148
Januari,5208,101,Cerah,141
Maret,5209,269,Mendung,206
Mei,5210,304,Mendung,207
Desember,5211,325,Hujan,70
Oktober,5212,286,Mendung,98
Juli,5213,112,Mendung,211
Juli,5214,274,Cerah,172
September,5215,242,Hujan,76
Maret,5216,225,Hujan,130
Juli,5217,311,Cerah,184
Oktober,5218,327,Hujan,186
November,5219,285,Mendung,125
Desember,5220,175,Mendung,196
Oktober,5221,171,Mendung,196
September,5222,213,Hujan,165
Januari,5223,296,Hujan,113
Mei,5224,269,Cerah,209
Oktober,5225,312,Hujan,86
Juni,5226,253,Cerah,170
Agustus,5227,176,Mendung,214
April,5228,255,Cerah,158
Februari,5229,244,Mendung,95
Januari,5230,152,Mendung,93
November,5231,170,Cerah,111
Maret,5232,114,Hujan,136
Mei,5233,181,Mendung,125
Maret,5234,260,Mendung,151
Januari,5235,338,Mendung,130
Juni,5236,222,Hujan,130
Juni,5237,236,Cerah,131
Desember,5238,219,Cerah,124
Maret,5239,154,Cerah,152
Januari,5240,275,Mendung,215
November,5241,138,Mendung,86
Agustus,5242,286,Hujan,144
Mei,5243,280,Mendung,191
Agustus,5244,134,Mendung,105
November,5245,266,Mendung,185
Februari,5246,242,Mendung,174
Desember,5247,190,Cerah,216
September,5248,131,Mendung,130
Juni,5249,307,Mendung,129
Oktober,5250,179,Cerah,107
Mei,5251,335,Mendung,196
Maret,5252,194,Cerah,99
April,5253,326,Mendung,129
September,5254,167,Hujan,111
Januari,5255,247,Mendung,91
September,5256,231,Hujan,212
Agustus,5257,189,Cerah,113
Oktober,5258,304,Mendung,71
November,5259,195,Mendung,177
Maret,5260,135,Mendung,130
Januari,5261,335,Cerah,152
Juni,5262,104,Hujan,113
April,5263,302,Mendung,71
Agustus,5264,327,Cerah,106
Februari,5265,254,Hujan,209
Maret,5266,206,Cerah,166
Mei,5267,137,Mendung,100
Juli,5268,150,Cerah,89
Februari,5269,233,Cerah,103
Februari,5270,302,Hujan,159
Juni,5271,131,Hujan,169
Mei,5272,214,Hujan,178
April,5273,120,Mendung,96
September,5274,334,Mendung,110
April,5275,337,Cerah,197
Januari,5276,142,Cerah,186
Agustus,5277,187,Hujan,102
Maret,5278,102,Hujan,177
Juli,5279,102,Mendung,205
Januari,5280,320,Cerah,89
Januari,5281,297,Cerah,107
Juli,5282,137,Hujan,138
Maret,5283,313,Mendung,71
Juli,5284,288,Hujan,181
Maret,5285,281,Mendung,196
Maret,5286,237,Mendung,141
Januari,5287,198,Mendung,148
Oktober,5288,126,Hujan,117
Maret,5289,343,Cerah,137
Maret,5290,311,Cerah,136
Februari,5291,345,Mendung,188
Juli,5292,122,Mendung,217
Oktober,5293,139,Cerah,207
Januari,5294,112,Mendung,181
Maret,5295,298,Cerah,133
September,5296,243,Hujan,211
November,5297,201,Cerah,192
Agustus,5298,305,Cerah,140
Juli,5299,253,Mendung,218
Agustus,5300,225,Mendung,158
Juli,5301,249,Mendung,140
Februari,5302,109,Hujan,159
April,5303,171,Mendung,148
April,5304,115,Mendung,162
Desember,5305,249,Mendung,115
April,5306,191,Cerah,96
Januari,5307,323,Hujan,126
September,5308,277,Hujan,177
Januari,5309,115,Hujan,93
Maret,5310,169,Hujan,97
Desember,5311,299,Cerah,127
Februari,5312,208,Mendung,106
Juni,5313,336,Hujan,124
September,5314,265,Hujan,118
September,5315,186,Hujan,122
November,5316,257,Mendung,92
Maret,5317,342,Cerah,199
Agustus,5318,239,Mendung,76
Maret,5319,318,Mendung,214
Juli,5320,341,Cerah,107
Desember,5321,201,Hujan,173
Oktober,5322,271,Cerah,79
Januari,5323,295,Hujan,156
September,5324,130,Hujan,82
September,5325,156,Cerah,186
Oktober,5326,238,Hujan,85
Agustus,5327,197,Hujan,173
Januari,5328,261,Hujan,160
Juli,5329,205,Cerah,185
Agustus,5330,274,Mendung,140
Maret,5331,262,Mendung,107
November,5332,117,Mendung,185
Maret,5333,195,Hujan,105
Mei,5334,142,Cerah,217
Februari,5335,182,Hujan,153
Februari,5336,187,Hujan,110
Desember,5337,297,Hujan,219
Desember,5338,155,Mendung,103
Oktober,5339,229,Mendung,148
November,5340,204,Mendung,183
Desember,5341,241,Cerah,193
Mei,5342,332,Mendung,136
Januari,5343,347,Hujan,80
November,5344,336,Mendung,214
Oktober,5345,230,Mendung,75
Juni,5346,189,Mendung,143
Maret,5347,261,Cerah,132
Juli,5348,340,Mendung,114
Desember,5349,232,Hujan,130
September,5350,155,Mendung,114
Oktober,5351,251,Cerah,119
Januari,5352,187,Cerah,158
April,5353,248,Hujan,108
Mei,5354,280,Mendung,91
Oktober,5355,298,Mendung,133
Mei,5356,188,Cerah,120
Desember,5357,254,Mendung,100
Mei,5358,120,Hujan,210
Juni,5359,157,Mendung,128
November,5360,279,Hujan,139
April,5361,124,Hujan,187
Juni,5362,142,Mendung,211
Agustus,5363,129,Hujan,75
Januari,5364,267,Hujan,187
Oktober,5365,332,Cerah,119
April,5366,277,Mendung,211
Februari,5367,188,Cerah,99
Juli,5368,187,Mendung,74
Juni,5369,220,Hujan,154
Januari,5370,215,Cerah,178
Januari,5371,334,Hujan,137
Desember,5372,172,Mendung,108
Januari,5373,107,Hujan,131
Februari,5374,269,Hujan,118
Oktober,5375,262,Cerah,79
Mei,5376,216,Hujan,146
Agustus,5377,244,Mendung,196
November,5378,138,Mendung,180
Mei,5379,151,Hujan,134
Januari,5380,166,Hujan,124
November,5381,273,Hujan,83
Maret,5382,171,Hujan,116
Agustus,5383,184,Cerah,197
Februari,5384,228,Hujan,162
Maret,5385,225,Cerah,183
Agustus,5386,260,Mendung,213
Maret,5387,246,Cerah,171
Juni,5388,302,Cerah,127
Mei,5389,315,Hujan,162
Agustus,5390,208,Mendung,196
Oktober,5391,347,Hujan,79
Agustus,5392,311,Cerah,200
April,5393,192,Hujan,95
Februari,5394,182,Cerah,186
Januari,5395,277,Cerah,164
Agustus,5396,181,Cerah,204
Mei,5397,277,Cerah,154
Agustus,5398,170,Hujan,125
April,5399,191,Cerah,175
Mei,5400,113,Mendung,132
Mei,5401,177,Mendung,181
Desember,5402,121,Hujan,89
Mei,5403,206,Cerah,125
Desember,5404,316,Hujan,161
Februari,5405,210,Cerah,139
September,5406,185,Cerah,209
Februari,5407,238,Mendung,184
Juli,5408,324,Mendung,190
Oktober,5409,231,Hujan,197
Agustus,5410,227,Hujan,94
Desember,5411,144,Cerah,134
Juli,5412,221,Cerah,161
Desember,5413,221,Cerah,148
Maret,5414,291,Mendung,136
Maret,5415,146,Cerah,76
September,5416,216,Mendung,101
Juli,5417,161,Cerah,103
Desember,5418,143,Mendung,72
Mei,5419,194,Hujan,111
Desember,5420,312,Hujan,101
September,5421,218,Mendung,101
April,5422,222,Hujan,197
Juni,5423,169,Cerah,141
Desember,5424,306,Hujan,133
Desember,5425,278,Cerah,148
Maret,5426,205,Mendung,195
Oktober,5427,260,Cerah,147
November,5428,161,Cerah,114
Mei,5429,347,Mendung,86
Agustus,5430,141,Hujan,212
Agustus,5431,107,Hujan,151
Maret,5432,254,Mendung,213
Juli,5433,348,Hujan,142
Desember,5434,203,Hujan,143
April,5435,318,Cerah,78
Agustus,5436,227,Mendung,172
Oktober,5437,190,Cerah,73
September,5438,296,Mendung,168
November,5439,231,Hujan,196
Oktober,5440,200,Cerah,96
Januari,5441,291,Mendung,114
November,5442,175,Hujan,96
Juli,5443,336,Hujan,161
Januari,5444,214,Hujan,167
Agustus,5445,121,Cerah,143
Februari,5446,151,Mendung,146
Oktober,5447,152,Cerah,194
Februari,5448,145,Mendung,186
Mei,5449,345,Cerah,136
Desember,5450,297,Mendung,208
Juli,5451,310,Cerah,208
Januari,5452,142,Mendung,186
Oktober,5453,271,Cerah,114
Februari,5454,345,Cerah,155
Agustus,5455,285,Hujan,88
April,5456,178,Mendung,88
Desember,5457,129,Hujan,119
Mei,5458,230,Hujan,137
September,5459,146,Mendung,77
Juni,5460,108,Mendung,135
November,5461,251,Hujan,170
Juli,5462,155,Cerah,164
November,5463,264,Hujan,219
November,5464,148,Mendung,137
Mei,5465,343,Cerah,93
April,5466,107,Cerah,93
Maret,5467,115,Cerah,156
Oktober,5468,221,Cerah,79
September,5469,180,Mendung,109
Juli,5470,167,Cerah,95
Oktober,5471,216,Hujan,174
Juli,5472,126,Hujan,82
November,5473,231,Cerah,90
Januari,5474,145,Mendung,193
Desember,5475,283,Cerah,110
Maret,5476,197,Cerah,146
Januari,5477,260,Hujan,98
Maret,5478,269,Mendung,145
Juni,5479,209,Hujan,77
Juli,5480,219,Cerah,180
Januari,5481,337,Cerah,199
Juli,5482,249,Mendung,137
Juni,5483,185,Cerah,108
April,5484,324,Mendung,219
Mei,5485,233,Hujan,138
Mei,5486,272,Hujan,133
Juni,5487,296,Mendung,118
Agustus,5488,112,Hujan,117
November,5489,214,Hujan,162
Maret,5490,252,Hujan,166
Juni,5491,151,Mendung,112
Oktober,5492,308,Hujan,89
September,5493,114,Cerah,183
Mei,5494,162,Hujan,201
Maret,5495,298,Cerah,140
Juli,5496,162,Mendung,166
Juli,5497,338,Mendung,101
November,5498,271,Mendung,202
Juni,5499,259,Hujan,177
Oktober,5500,286,Hujan,190
April,5501,271,Hujan,184
Januari,5502,231,Hujan,137
November,5503,231,Hujan,215
November,5504,254,Mendung,95
Mei,5505,267,Cerah,201
Januari,5506,237,Mendung,154
Maret,5507,213,Cerah,159
Juli,5508,312,Hujan,198
Februari,5509,208,Mendung,154
Mei,5510,110,Cerah,122
Februari,5511,309,Hujan,85
September,5512,191,Cerah,201
Juli,5513,124,Hujan,72
Februari,5514,278,Cerah,143
Januari,5515,291,Hujan,136
Maret,5516,107,Mendung,160
Februari,5517,329,Hujan,97
Juni,5518,328,Mendung,178
Maret,5519,260,Mendung,91
Juni,5520,124,Mendung,199
November,5521,322,Mendung,160
Juli,5522,259,Hujan,125
Oktober,5523,319,Mendung,176
Agustus,5524,119,Mendung,208
Januari,5525,111,Hujan,194
Maret,5526,114,Mendung,121
Mei,5527,243,Mendung,143
Maret,5528,110,Hujan,193
Desember,5529,138,Cerah,199
Mei,5530,147,Mendung,187
September,5531,225,Cerah,197
Oktober,5532,107,Cerah,150
Mei,5533,138,Hujan,83
Oktober,5534,143,Hujan,115
